Title,Year_of_Publication,Minimum_Players,Maximum_Players,Minimum_Age,Duration_Min,Duration_Max,General_Ranking,Strategy_Ranking,Weight,Rating
Rajas of the Ganges,2017,2,4,12,45,75,155,123,2.89,15K
